item1,item2,n
rectifi,misapprehens,1
centr,ingeni,1
elinor,ingeni,1
misapprehens,ingeni,1
weston,ingeni,1
ann,ingeni,1
supposit,ingeni,1
elud,ingeni,1
swell,ingeni,1
luca,ingeni,1
jane,ingeni,1
barefac,ingeni,1
surmis,ingeni,1
skill,ingeni,1
captain,ingeni,1
devic,ingeni,1
sprang,ingeni,1
brain,ingeni,1
norri,ingeni,1
emma,ingeni,1
fairfax,ingeni,1
harvil,ingeni,1
deliber,oneself,1
recur,oneself,1
judgment,subservi,1
insuffici,confound,1
improprieti,confound,1
thoma,confound,1
norri,confound,1
glare,confound,1
sam,confound,1
pipe,confound,1
morland,confound,1
frank,foolishli,1
appetit,foolishli,1
neglig,foolishli,1
detest,foolishli,1
complac,foolishli,1
emphasi,foolishli,1
lectur,foolishli,1
harbour,foolishli,1
mood,foolishli,1
hast,foolishli,1
impart,foolishli,1
jane,foolishli,1
catherin,foolishli,1
simpleton,foolishli,1
doubl,foolishli,1
breathless,foolishli,1
leviti,foolishli,1
churchill,foolishli,1
dixon,foolishli,1
general,foolishli,1
chest,foolishli,1
barton,neglig,1
whenc,neglig,1
allenham,neglig,1
involuntarili,neglig,1
midst,neglig,1
scanti,neglig,1
pervers,neglig,1
foolishli,neglig,1
insol,neglig,1
blunder,neglig,1
treatment,neglig,1
sneer,neglig,1
infer,neglig,1
wash,neglig,1
housemaid,neglig,1
composit,neglig,1
dilatori,neglig,1
adventur,neglig,1
disrespect,neglig,1
wilfulli,neglig,1
bill,neglig,1
edmund,neglig,1
susan,neglig,1
coarser,neglig,1
lazi,neglig,1
bate,neglig,1
heroin,neglig,1
fabl,neglig,1
northang,neglig,1
blood,gentil,1
warrant,gentil,1
middleton,gentil,1
exet,gentil,1
mainten,gentil,1
cover,gentil,1
formerli,gentil,1
vulgar,gentil,1
stretch,gentil,1
proprietor,gentil,1
smith,gentil,1
irregular,gentil,1
timber,gentil,1
weston,gentil,1
complac,gentil,1
robert,gentil,1
confidant,gentil,1
stream,gentil,1
wash,gentil,1
root,gentil,1
salli,gentil,1
characterist,gentil,1
allianc,gentil,1
avenu,gentil,1
vouch,gentil,1
harriet,gentil,1
tradesman,gentil,1
sarah,gentil,1
connexion,gentil,1
unexception,gentil,1
abbei,gentil,1
vision,gentil,1
silver,gentil,1
fork,gentil,1
napkin,gentil,1
emma,gentil,1
isabella,gentil,1
hartfield,gentil,1
highburi,gentil,1
knightlei,gentil,1
nativ,gentil,1
martin,gentil,1
row,gentil,1
untaint,gentil,1
henri,fullest,1
immov,fullest,1
approb,fullest,1
warrant,fullest,1
graviti,fullest,1
decorum,fullest,1
weymouth,fullest,1
accustom,fullest,1
gallant,fullest,1
die,fullest,1
arrog,fullest,1
disdain,fullest,1
unqualifi,fullest,1
groundwork,fullest,1
harriet,fullest,1
race,fullest,1
august,fullest,1
bertram,fullest,1
edmund,fullest,1
crawford,fullest,1
gamekeep,fullest,1
religi,fullest,1
emma,fullest,1
knightlei,fullest,1
astley,fullest,1
presumptu,fullest,1
fanni,upstair,1
indefatig,upstair,1
smaller,upstair,1
edward,upstair,1
mama,upstair,1
stimul,upstair,1
loud,upstair,1
ach,upstair,1
east,upstair,1
potent,upstair,1
knock,upstair,1
trivial,upstair,1
acquisit,upstair,1
luxuri,upstair,1
rap,upstair,1
nervou,upstair,1
floor,upstair,1
slept,upstair,1
parsonag,upstair,1
goodwil,upstair,1
narrat,upstair,1
hast,upstair,1
sober,upstair,1
catherin,upstair,1
theatr,upstair,1
box,upstair,1
trunk,upstair,1
fearless,upstair,1
mansfield,upstair,1
edmund,upstair,1
essai,upstair,1
eleanor,upstair,1
muse,upstair,1
rehears,upstair,1
frederick,upstair,1
agatha,upstair,1
alert,upstair,1
movement,upstair,1
ponder,upstair,1
indoor,upstair,1
necklac,upstair,1
deposit,upstair,1
mirror,upstair,1
fortifi,upstair,1
whereabout,upstair,1
susan,upstair,1
rebecca,upstair,1
blaze,upstair,1
bate,upstair,1
patti,upstair,1
desultori,upstair,1
morland,upstair,1
tilnei,upstair,1
thorp,upstair,1
thorpe,upstair,1
rend,upstair,1
tilneys,upstair,1
outset,upstair,1
steep,surfac,1
bold,surfac,1
uncouth,surfac,1
irregular,surfac,1
rug,surfac,1
indistinct,surfac,1
soft,surfac,1
medium,surfac,1
hazi,surfac,1
atmospher,surfac,1
smooth,surfac,1
union,surfac,1
durabl,surfac,1
ordinari,uncouth,1
judgment,uncouth,1
fanni,uncouth,1
steep,uncouth,1
talker,uncouth,1
system,uncouth,1
bold,uncouth,1
foresight,uncouth,1
surfac,uncouth,1
irregular,uncouth,1
rug,uncouth,1
indistinct,uncouth,1
soft,uncouth,1
medium,uncouth,1
hazi,uncouth,1
atmospher,uncouth,1
qualif,uncouth,1
blunder,uncouth,1
school,uncouth,1
emphasi,uncouth,1
abrupt,uncouth,1
secondari,uncouth,1
modul,uncouth,1
unmodul,uncouth,1
blood,irregular,1
warrant,irregular,1
cover,irregular,1
steep,irregular,1
stretch,irregular,1
proprietor,irregular,1
bold,irregular,1
lane,irregular,1
gentil,irregular,1
surfac,irregular,1
uncouth,irregular,1
rug,irregular,1
indistinct,irregular,1
soft,irregular,1
medium,irregular,1
hazi,irregular,1
atmospher,irregular,1
timber,irregular,1
complac,irregular,1
infer,irregular,1
dispirit,irregular,1
stream,irregular,1
wash,irregular,1
root,irregular,1
characterist,irregular,1
allianc,irregular,1
avenu,irregular,1
wickham,irregular,1
detach,irregular,1
hearten,irregular,1
main,irregular,1
unexception,irregular,1
abbei,irregular,1
emma,irregular,1
isabella,irregular,1
hartfield,irregular,1
knightlei,irregular,1
vicarag,irregular,1
angl,irregular,1
row,irregular,1
untaint,irregular,1
elinor,rug,1
mariann,rug,1
steep,rug,1
curat,rug,1
bold,rug,1
surfac,rug,1
uncouth,rug,1
irregular,rug,1
indistinct,rug,1
soft,rug,1
medium,rug,1
hazi,rug,1
atmospher,rug,1
grei,rug,1
busili,rug,1
disappear,rug,1
deplor,rug,1
top,rug,1
rough,rug,1
personag,rug,1
powder,rug,1
bread,rug,1
mahogani,rug,1
wrinkl,rug,1
iv,rug,1
baldwin,rug,1
dab,rug,1
steep,indistinct,1
bold,indistinct,1
surfac,indistinct,1
uncouth,indistinct,1
irregular,indistinct,1
rug,indistinct,1
soft,indistinct,1
medium,indistinct,1
hazi,indistinct,1
atmospher,indistinct,1
caress,indistinct,1
maria,indistinct,1
gover,indistinct,1
emma,indistinct,1
elinor,soft,1
everyth,soft,1
fanni,soft,1
diffid,soft,1
approb,soft,1
mariann,soft,1
colonel,soft,1
loud,soft,1
sky,soft,1
steep,soft,1
sparkl,soft,1
skin,soft,1
brilliant,soft,1
bold,soft,1
sun,soft,1
lane,soft,1
sickli,soft,1
surfac,soft,1
uncouth,soft,1
irregular,soft,1
rug,soft,1
indistinct,soft,1
medium,soft,1
hazi,soft,1
atmospher,soft,1
dash,soft,1
chuse,soft,1
weymouth,soft,1
authoris,soft,1
supper,soft,1
beam,soft,1
zealou,soft,1
boil,soft,1
flew,soft,1
dearer,soft,1
everybodi,soft,1
fret,soft,1
april,soft,1
emin,soft,1
pre,soft,1
hue,soft,1
ingrati,soft,1
genial,soft,1
jumbl,soft,1
elizabeth,soft,1
upper,soft,1
taller,soft,1
prize,soft,1
wickham,soft,1
georg,soft,1
fitzwilliam,soft,1
harriet,soft,1
sea,soft,1
epithet,soft,1
bertram,soft,1
mansfield,soft,1
connexion,soft,1
island,soft,1
shadow,soft,1
egg,soft,1
glee,soft,1
ship,soft,1
ting,soft,1
spithead,soft,1
rampart,soft,1
monotoni,soft,1
brisk,soft,1
combin,soft,1
commit,soft,1
emma,soft,1
highburi,soft,1
knightlei,soft,1
unwholesom,soft,1
softer,soft,1
charad,soft,1
thy,soft,1
justest,soft,1
campbell,soft,1
fat,medium,1
steep,medium,1
bold,medium,1
fortitud,medium,1
surfac,medium,1
uncouth,medium,1
irregular,medium,1
rug,medium,1
indistinct,medium,1
soft,medium,1
hazi,medium,1
atmospher,medium,1
loveliest,medium,1
likeliest,medium,1
knightlei,medium,1
bate,medium,1
uppercross,medium,1
lyme,medium,1
steep,hazi,1
bold,hazi,1
surfac,hazi,1
uncouth,hazi,1
irregular,hazi,1
rug,hazi,1
indistinct,hazi,1
soft,hazi,1
medium,hazi,1
atmospher,hazi,1
elinor,atmospher,1
mariann,atmospher,1
cover,atmospher,1
divert,atmospher,1
steep,atmospher,1
stopt,atmospher,1
bold,atmospher,1
surfac,atmospher,1
uncouth,atmospher,1
irregular,atmospher,1
rug,atmospher,1
indistinct,atmospher,1
soft,atmospher,1
medium,atmospher,1
hazi,atmospher,1
frost,atmospher,1
freez,atmospher,1
lawyer,atmospher,1
infect,atmospher,1
physician,atmospher,1
prison,atmospher,1
snow,atmospher,1
unfriendli,atmospher,1
thaw,atmospher,1
poison,atmospher,1
plod,atmospher,1
dashwood,honestli,1
henri,honestli,1
repent,honestli,1
relationship,honestli,1
mariann,honestli,1
willoughbi,honestli,1
vivac,honestli,1
openli,honestli,1
magnific,honestli,1
simpli,honestli,1
luci,honestli,1
concerto,honestli,1
recit,honestli,1
mood,honestli,1
overspread,honestli,1
knave,honestli,1
warn,honestli,1
lizzi,honestli,1
elizabeth,honestli,1
gardiner,honestli,1
necklac,honestli,1
anybodi,timber,1
blood,timber,1
mariann,timber,1
warrant,timber,1
vallei,timber,1
cover,timber,1
snug,timber,1
colonel,timber,1
brandon,timber,1
steep,timber,1
ugli,timber,1
east,timber,1
stretch,timber,1
proprietor,timber,1
lane,timber,1
delaford,timber,1
plantat,timber,1
gentil,timber,1
irregular,timber,1
survei,timber,1
complac,timber,1
smooth,timber,1
stream,timber,1
guardianship,timber,1
dorsetshir,timber,1
wash,timber,1
closer,timber,1
dot,timber,1
fir,timber,1
mountain,timber,1
ash,timber,1
acacia,timber,1
thick,timber,1
interspers,timber,1
lombardi,timber,1
poplar,timber,1
root,timber,1
sweep,timber,1
hanger,timber,1
north,timber,1
characterist,timber,1
allianc,timber,1
avenu,timber,1
everingham,timber,1
unexception,timber,1
abbei,timber,1
vessel,timber,1
sprinkl,timber,1
emma,timber,1
isabella,timber,1
hartfield,timber,1
knightlei,timber,1
row,timber,1
untaint,timber,1
alloi,util,1
prosper,util,1
ladyship,util,1
picturesqu,util,1
rock,util,1
promontori,util,1
grei,util,1
moss,util,1
brush,util,1
artless,util,1
chariti,util,1
dearer,util,1
upright,util,1
thoma,util,1
pecuniari,util,1
elizabeth,util,1
nothing,util,1
allianc,util,1
titl,util,1
vacanc,util,1
advertis,util,1
bertram,util,1
connexion,util,1
edmund,util,1
access,util,1
everingham,util,1
frederick,util,1
hail,util,1
martin,util,1
unev,util,1
companionship,util,1
walter,util,1
elliot,util,1
wentworth,util,1
woodi,rock,1
picturesqu,rock,1
horseback,rock,1
fame,rock,1
util,rock,1
promontori,rock,1
grei,rock,1
moss,rock,1
brush,rock,1
halloo,rock,1
luxuri,rock,1
mountain,rock,1
wick,rock,1
sweep,rock,1
exhibit,rock,1
contempl,rock,1
unweari,rock,1
growth,rock,1
isl,rock,1
wight,rock,1
chasm,rock,1
forest,rock,1
orchard,rock,1
stuck,rock,1
tilnei,rock,1
cliff,rock,1
fragment,rock,1
upset,rock,1
lyme,rock,1
bai,rock,1
charmouth,rock,1
sand,rock,1
pinni,rock,1
mightili,rock,1
picturesqu,promontori,1
util,promontori,1
rock,promontori,1
grei,promontori,1
moss,promontori,1
brush,promontori,1
wall,grei,1
sprung,grei,1
willoughbi,grei,1
willoughby,grei,1
skin,grei,1
picturesqu,grei,1
mare,grei,1
curat,grei,1
amidst,grei,1
sun,grei,1
stone,grei,1
cavil,grei,1
suspend,grei,1
rug,grei,1
util,grei,1
rock,grei,1
promontori,grei,1
moss,grei,1
brush,grei,1
beam,grei,1
ensu,grei,1
taylor,grei,1
ellison,grei,1
bloom,grei,1
mount,grei,1
deplor,grei,1
poni,grei,1
regularli,grei,1
grove,grei,1
top,grei,1
splendour,grei,1
rough,grei,1
personag,grei,1
oak,grei,1
powder,grei,1
bertram,grei,1
edmund,grei,1
bread,grei,1
mahogani,grei,1
wrinkl,grei,1
abbei,grei,1
bend,grei,1
eyebrow,grei,1
lash,grei,1
fuller,grei,1
massi,grei,1
gothic,grei,1
iv,grei,1
baldwin,grei,1
dab,grei,1
picturesqu,moss,1
util,moss,1
rock,moss,1
promontori,moss,1
grei,moss,1
brush,moss,1
picturesqu,brush,1
util,brush,1
rock,brush,1
promontori,brush,1
grei,brush,1
moss,brush,1
pianofort,discrimin,1
weston,discrimin,1
alight,discrimin,1
wont,discrimin,1
exce,discrimin,1
emma,discrimin,1
clai,discrimin,1
russel,discrimin,1
mariann,fastidi,1
limit,fastidi,1
cure,fastidi,1
haughti,fastidi,1
voluntarili,landscap,1
mariann,landscap,1
paint,landscap,1
formerli,landscap,1
hung,landscap,1
sceneri,landscap,1
jargon,landscap,1
school,landscap,1
charlotte,landscap,1
specimen,landscap,1
mantelpiec,landscap,1
silk,landscap,1
citi,landscap,1
morton,landscap,1
flower,landscap,1
delightfulli,landscap,1
beautifulli,landscap,1
duet,landscap,1
catherin,landscap,1
top,landscap,1
scholar,landscap,1
perspect,landscap,1
beechen,landscap,1
cliff,landscap,1
foreground,landscap,1
henri,sceneri,1
mariann,sceneri,1
landscap,sceneri,1
jargon,sceneri,1
doubtless,sceneri,1
maria,sceneri,1
willingli,sceneri,1
theatr,sceneri,1
julia,sceneri,1
crawford,sceneri,1
yates,sceneri,1
ecclesford,sceneri,1
mariann,jargon,1
landscap,jargon,1
sceneri,jargon,1
detest,jargon,1
hacknei,jargon,1
norland,detest,1
elinor,detest,1
mariann,detest,1
warrant,detest,1
ladyship,detest,1
spoil,detest,1
appetit,detest,1
passion,detest,1
secretli,detest,1
cheat,detest,1
poverti,detest,1
foolishli,detest,1
jargon,detest,1
hacknei,detest,1
complac,detest,1
supper,detest,1
durat,detest,1
whoever,detest,1
barbar,detest,1
contend,detest,1
malign,detest,1
nobli,detest,1
innoc,detest,1
emphasi,detest,1
lectur,detest,1
mood,detest,1
hast,detest,1
binglei,detest,1
lydia,detest,1
elizabeth,detest,1
catherin,detest,1
longbourn,detest,1
simpleton,detest,1
verili,detest,1
doubl,detest,1
gardin,detest,1
breathless,detest,1
dart,detest,1
bertram,detest,1
untoward,detest,1
edmund,detest,1
admiral,detest,1
passabl,detest,1
cabinet,detest,1
general,detest,1
chest,detest,1
phrase,hacknei,1
dismiss,hacknei,1
jargon,hacknei,1
detest,hacknei,1
coach,hacknei,1
writer,hacknei,1
trace,hacknei,1
metaphor,hacknei,1
dagger,hacknei,1
indefinit,hacknei,1
clapham,hacknei,1
epsom,hacknei,1
presumpt,hacknei,1
twist,crook,1
blast,crook,1
ceil,crook,1
mariann,blast,1
prosper,blast,1
twist,blast,1
crook,blast,1
slept,blast,1
store,blast,1
binglei,blast,1
defianc,blast,1
fraught,blast,1
enquiri,straight,1
flourish,straight,1
briefli,straight,1
luci,straight,1
sofa,straight,1
louisa,straight,1
recommenc,straight,1
serpentin,straight,1
orchestra,straight,1
russell,straight,1
elinor,flourish,1
edward,flourish,1
suspici,flourish,1
straight,flourish,1
luci,flourish,1
falsehood,flourish,1
thoma,flourish,1
malic,flourish,1
hit,flourish,1
wanton,flourish,1
enlighten,flourish,1
brotherli,flourish,1
knightlei,flourish,1
incommod,nettl,1
shewn,nettl,1
thistl,nettl,1
heath,nettl,1
blossom,nettl,1
ann,nettl,1
mari,nettl,1
reap,nettl,1
binglei,nettl,1
elizabeth,nettl,1
darci,nettl,1
custom,nettl,1
disoblig,nettl,1
hedg,nettl,1
switch,nettl,1
weasel,nettl,1
nettl,thistl,1
heath,thistl,1
blossom,thistl,1
niec,heath,1
shewn,heath,1
famou,heath,1
nettl,heath,1
thistl,heath,1
blossom,heath,1
lap,heath,1
specimen,heath,1
receipt,heath,1
cow,heath,1
dairi,heath,1
nurseri,heath,1
julia,heath,1
pheasant,heath,1
intercept,heath,1
cream,heath,1
chees,heath,1
grandson,heath,1
agu,heath,1
choicest,heath,1
prosper,blossom,1
pastur,blossom,1
wall,blossom,1
scanti,blossom,1
shewn,blossom,1
smoke,blossom,1
nettl,blossom,1
thistl,blossom,1
heath,blossom,1
frost,blossom,1
weeks,blossom,1
annual,blossom,1
revolv,blossom,1
flock,blossom,1
orchard,blossom,1
appendag,blossom,1
column,blossom,1
winters,blossom,1
blood,tower,1
snug,tower,1
troop,tower,1
tidi,tower,1
banditti,tower,1
knock,tower,1
bank,tower,1
upper,tower,1
gallant,tower,1
captain,tower,1
galleri,tower,1
detach,tower,1
northampton,tower,1
nation,tower,1
frederick,tower,1
george,tower,1
tilnei,tower,1
twelfth,tower,1
dragoon,tower,1
quell,tower,1
insurg,tower,1
brickbat,tower,1
blood,troop,1
shyness,troop,1
snug,troop,1
tower,troop,1
tidi,troop,1
banditti,troop,1
knock,troop,1
bank,troop,1
upper,troop,1
gallant,troop,1
captain,troop,1
detach,troop,1
northampton,troop,1
nation,troop,1
frederick,troop,1
george,troop,1
tilnei,troop,1
twelfth,troop,1
dragoon,troop,1
quell,troop,1
insurg,troop,1
brickbat,troop,1
smaller,tidi,1
snug,tidi,1
basket,tidi,1
dirti,tidi,1
tower,tidi,1
troop,tidi,1
banditti,tidi,1
dawdl,tidi,1
string,tidi,1
butcher,tidi,1
parsonag,tidi,1
shown,tidi,1
bone,tidi,1
catherin,tidi,1
liveliest,tidi,1
commodi,tidi,1
baker,tidi,1
trai,tidi,1
strai,tidi,1
mule,tidi,1
cole,tidi,1
homeward,tidi,1
cur,tidi,1
gingerbread,tidi,1
unfurnish,tidi,1
snug,banditti,1
tower,banditti,1
troop,banditti,1
tidi,banditti,1
elinor,thoughtfulli,1
fanni,thoughtfulli,1
mariann,thoughtfulli,1
warmth,thoughtfulli,1
twist,thoughtfulli,1
willoughby,thoughtfulli,1
billiard,thoughtfulli,1
vile,thoughtfulli,1
shudder,thoughtfulli,1
mechan,thoughtfulli,1
sofa,thoughtfulli,1
harriet,thoughtfulli,1
bertram,thoughtfulli,1
tom,thoughtfulli,1
edmund,thoughtfulli,1
horribli,thoughtfulli,1
dashwood,plait,1
centr,plait,1
conspicu,plait,1
dashwood,conspicu,1
centr,conspicu,1
plait,conspicu,1
catherin,conspicu,1
cabinet,conspicu,1
staircas,darker,1
weston,darker,1
carv,darker,1
flirtat,darker,1
snow,darker,1
woodhous,darker,1
cedar,darker,1
curious,darker,1
inlaid,darker,1
marianne,surpass,1
harri,surpass,1
edward,surpass,1
mariann,surpass,1
inconsider,surpass,1
willoughbi,surpass,1
dismount,surpass,1
genuin,surpass,1
steel,surpass,1
constern,surpass,1
emerg,surpass,1
assuag,surpass,1
subsist,surpass,1
feign,surpass,1
felicit,surpass,1
worthless,surpass,1
bennet,surpass,1
tumult,surpass,1
catherin,surpass,1
horsewoman,surpass,1
fearless,surpass,1
edmund,surpass,1
isabella,surpass,1
elton,surpass,1
elinor,cast,1
fanni,cast,1
edward,cast,1
ferrar,cast,1
luci,cast,1
candl,cast,1
obei,cast,1
adequ,cast,1
thoma,cast,1
bewitch,cast,1
rightli,cast,1
bennet,cast,1
netherfield,cast,1
skill,cast,1
charl,cast,1
yawn,cast,1
harriet,cast,1
burn,cast,1
rushworth,cast,1
eleanor,cast,1
epilogu,cast,1
ponder,cast,1
dul,cast,1
goodli,cast,1
heritag,cast,1
elinor,theft,1
mariann,theft,1
gift,theft,1
elinor,intern,1
fanni,intern,1
mariann,intern,1
henceforward,intern,1
composedli,intern,1
ann,intern,1
extinct,intern,1
mourn,intern,1
obstacl,intern,1
recognit,intern,1
elizabeth,intern,1
louisa,intern,1
unalter,intern,1
collectedli,intern,1
elliot,intern,1
musgrov,intern,1
russel,intern,1
revel,intern,1
alicia,intern,1
ardent,henceforward,1
intern,henceforward,1
survei,henceforward,1
catherin,henceforward,1
tenant,henceforward,1
closest,henceforward,1
harriet,henceforward,1
fullerton,henceforward,1
elinor,survei,1
shyness,survei,1
mariann,survei,1
jen,survei,1
willoughby,survei,1
timber,survei,1
henceforward,survei,1
briefli,survei,1
staid,survei,1
chuse,survei,1
eliza,survei,1
arisen,survei,1
elizabeth,survei,1
catherin,survei,1
tenant,survei,1
frock,survei,1
rushworth,survei,1
crawford,survei,1
vessel,survei,1
emma,survei,1
multipl,survei,1
fullerton,survei,1
dashwood,enforc,1
ungraci,enforc,1
elinor,enforc,1
judgment,enforc,1
fanni,enforc,1
edward,enforc,1
ferrar,enforc,1
mariann,enforc,1
denot,enforc,1
dissuad,enforc,1
jen,enforc,1
issu,enforc,1
grant,enforc,1
willoughby,enforc,1
improprieti,enforc,1
wisest,enforc,1
ann,enforc,1
morton,enforc,1
thoma,enforc,1
ingratitud,enforc,1
obstinaci,enforc,1
shaken,enforc,1
nobleman,enforc,1
decre,enforc,1
bertram,enforc,1
edmund,enforc,1
superad,enforc,1
profession,enforc,1
buzz,enforc,1
prelud,enforc,1
distinctli,enforc,1
margaret,yourselv,1
tame,yourselv,1
censur,yourselv,1
amidst,yourselv,1
carei,yourselv,1
displeasur,yourselv,1
whitak,yourselv,1
sharp,yourselv,1
confidant,yourselv,1
berkelei,yourselv,1
circul,yourselv,1
industri,yourselv,1
understrapp,yourselv,1
duenna,yourselv,1
fan,yourselv,1
sue,yourselv,1
lookout,yourselv,1
baldwin,yourselv,1
carei,whitak,1
yourselv,whitak,1
chees,whitak,1
irresist,nameless,1
jen,nameless,1
ann,nameless,1
bit,nameless,1
everybody,nameless,1
henri,brief,1
elinor,brief,1
everyth,brief,1
mariann,brief,1
barton,brief,1
jen,brief,1
colonel,brief,1
brandon,brief,1
octob,brief,1
tenderest,brief,1
weston,brief,1
luci,brief,1
steel,brief,1
unfairli,brief,1
repetit,brief,1
luxuri,brief,1
nervou,brief,1
perus,brief,1
sympathi,brief,1
lightli,brief,1
fervent,brief,1
trace,brief,1
salt,brief,1
enrag,brief,1
tax,brief,1
prohibit,brief,1
imag,brief,1
servil,brief,1
poetri,brief,1
sermon,brief,1
bride,brief,1
lake,brief,1
supersed,brief,1
impass,brief,1
bertram,brief,1
poet,brief,1
eleanor,brief,1
tremul,brief,1
emma,brief,1
knightlei,brief,1
marmion,brief,1
giaour,brief,1
abydo,brief,1
sparingli,brief,1
elinor,lie,1
effectu,lie,1
anybodi,lie,1
mariann,lie,1
mama,lie,1
terror,lie,1
awaken,lie,1
complaint,lie,1
repos,lie,1
headach,lie,1
devil,lie,1
hyster,lie,1
attitud,lie,1
kneel,lie,1
postur,lie,1
constrain,lie,1
gape,lie,1
feverish,lie,1
slumber,lie,1
unremit,lie,1
inarticul,lie,1
reprob,lie,1
lucas,lie,1
jump,lie,1
galleri,lie,1
nowadai,lie,1
chapel,lie,1
woke,lie,1
discharg,imperfectli,1
elinor,imperfectli,1
fanni,imperfectli,1
drift,imperfectli,1
issu,imperfectli,1
abound,imperfectli,1
mari,imperfectli,1
deepest,imperfectli,1
debt,imperfectli,1
patron,imperfectli,1
derbyshir,imperfectli,1
wickham,imperfectli,1
particip,imperfectli,1
crawford,imperfectli,1
twofold,imperfectli,1
dashwood,displeas,1
nephew,displeas,1
niec,displeas,1
uncl,displeas,1
repent,displeas,1
shew,displeas,1
fanni,displeas,1
ferrar,displeas,1
mariann,displeas,1
disapprov,displeas,1
lover,displeas,1
middleton,displeas,1
formerli,displeas,1
farewel,displeas,1
pencil,displeas,1
willoughby,displeas,1
kiss,displeas,1
evinc,displeas,1
intermiss,displeas,1
extort,displeas,1
qualif,displeas,1
painfulli,displeas,1
sob,displeas,1
cautiou,displeas,1
obviat,displeas,1
mari,displeas,1
conduit,displeas,1
plea,displeas,1
thoma,displeas,1
jane,displeas,1
jump,displeas,1
collin,displeas,1
catherine,displeas,1
unnecessarili,displeas,1
partak,displeas,1
bertram,displeas,1
connexion,displeas,1
tom,displeas,1
edmund,displeas,1
julia,displeas,1
antigua,displeas,1
crawford,displeas,1
exit,displeas,1
push,displeas,1
prolong,displeas,1
clung,displeas,1
woodhous,displeas,1
hartfield,displeas,1
knightlei,displeas,1
fairfax,displeas,1
hodg,displeas,1
wright,displeas,1
ordinari,qualif,1
judgment,qualif,1
fanni,qualif,1
doom,qualif,1
willoughby,qualif,1
talker,qualif,1
system,qualif,1
foresight,qualif,1
extort,qualif,1
uncouth,qualif,1
displeas,qualif,1
painfulli,qualif,1
blunder,qualif,1
school,qualif,1
zeal,qualif,1
dog,qualif,1
worri,qualif,1
offici,qualif,1
condol,qualif,1
emphasi,qualif,1
likelihood,qualif,1
economi,qualif,1
unhappili,qualif,1
undo,qualif,1
loveli,qualif,1
rushworth,qualif,1
poacher,qualif,1
secondari,qualif,1
modul,qualif,1
willoughby,painfulli,1
extort,painfulli,1
displeas,painfulli,1
qualif,painfulli,1
tumult,painfulli,1
captain,painfulli,1
anywher,painfulli,1
obtrud,painfulli,1
russel,painfulli,1
wentworth,painfulli,1
edward,fetter,1
tempor,fetter,1
luci,fetter,1
fetter,tempor,1
etern,tempor,1
guardianship,tempor,1
individu,tempor,1
mankind,tempor,1
religion,tempor,1
forbear,grievanc,1
alloi,grievanc,1
sob,grievanc,1
revert,grievanc,1
bennet,grievanc,1
regularli,grievanc,1
harriet,grievanc,1
quantiti,grievanc,1
norri,grievanc,1
portsmouth,grievanc,1
northamptonshir,grievanc,1
consum,grievanc,1
butter,grievanc,1
egg,grievanc,1
unseason,grievanc,1
susan,grievanc,1
broadest,grievanc,1
emma,grievanc,1
everyth,reform,1
fanni,reform,1
ferrar,reform,1
sell,reform,1
decai,reform,1
although,reform,1
vallei,reform,1
celebr,reform,1
censur,reform,1
east,reform,1
endow,reform,1
debt,reform,1
fourteen,reform,1
everybodi,reform,1
quicker,reform,1
vigor,reform,1
north,reform,1
err,reform,1
richli,reform,1
oak,reform,1
mansfield,reform,1
equiti,reform,1
foreign,reform,1
preacher,reform,1
abbei,reform,1
thornton,reform,1
lacei,reform,1
unassist,reform,1
methodist,reform,1
missionari,reform,1
tilnei,reform,1
dissolut,reform,1
northang,reform,1
convent,reform,1
ancestor,reform,1
russell,reform,1
simplic,niceti,1
percept,niceti,1
gift,niceti,1
helpless,niceti,1
selina,niceti,1
russel,niceti,1
fifteen,helpless,1
forlorn,helpless,1
infirm,helpless,1
invari,helpless,1
endear,helpless,1
niceti,helpless,1
insol,helpless,1
ann,helpless,1
alien,helpless,1
unfit,helpless,1
innoc,helpless,1
bloom,helpless,1
fret,helpless,1
aptitud,helpless,1
indol,helpless,1
tiresom,helpless,1
louisa,helpless,1
charl,helpless,1
arrog,helpless,1
consign,helpless,1
friendless,helpless,1
bertram,helpless,1
mansfield,helpless,1
tom,helpless,1
protege,helpless,1
tread,helpless,1
imposit,helpless,1
medic,helpless,1
churchil,helpless,1
transform,helpless,1
unutter,helpless,1
henrietta,helpless,1
hamilton,helpless,1
unform,helpless,1
fanni,armi,1
parliament,armi,1
grant,armi,1
navi,armi,1
justif,armi,1
soldier,armi,1
wickham,armi,1
sailor,armi,1
mariann,templ,1
barton,templ,1
middleton,templ,1
wall,templ,1
hung,templ,1
luckili,templ,1
damp,templ,1
ach,templ,1
summit,templ,1
east,templ,1
intermiss,templ,1
comb,templ,1
farthest,templ,1
magna,templ,1
gig,templ,1
busili,templ,1
charlott,templ,1
treatment,templ,1
fondli,templ,1
scratch,templ,1
scream,templ,1
lavend,templ,1
sob,templ,1
lustili,templ,1
kick,templ,1
ineffectu,templ,1
apricot,templ,1
marmalad,templ,1
successfulli,templ,1
bruis,templ,1
remedi,templ,1
medicin,templ,1
ann,templ,1
mari,templ,1
salt,templ,1
deter,templ,1
swell,templ,1
eighti,templ,1
steal,templ,1
emin,templ,1
grecian,templ,1
wide,templ,1
tract,templ,1
